-0.968352934,-1.831786381
0.993278709,-0.002306052
-1.10089071,1.720066482
1.922557411,0.094233796
1.025942677,0.038724854
-0.936318741,-1.738816431
0.99711802,-0.02094572
-0.978090146,1.710856895
1.01313196,-0.030675013
-1.041476231,-1.765908509
2.010456829,0.062895918
-0.946008341,1.842651472
1.035511041,-0.04031443
-0.541289309,-0.863428073
-1.598602005,2.474483783
-1.54626498,-2.696736164
2.033375806,0.097251905
2.046686871,0.102063922
-1.387884607,2.610193588
-1.453457733,-2.512523246
-0.496480609,0.823982376
3.108121562,0.150829397
3.092842573,0.153859274
-1.451141557,2.610216148
-1.567013505,-2.425559409
3.110938417,-0.140809711
-1.108770406,-1.717212888
-1.080560534,-1.723635601
-0.468692567,-0.910454559
-0.878072914,1.711782063
-0.451868283,0.850916953
-1.546136924,-2.44081434
-0.939527603,-1.830472491
-0.470265174,0.85774032
0.969078589,0.048028109
-0.453866575,0.872111469
-1.35510438,-2.599838186
2.993037249,-0.096599239
-1.577485947,2.593137148
-0.948937381,1.79869839
3.03720782,0.140674931
1.034247635,0.040267901
-0.52567234,0.840952863
-0.966360174,-1.77008615
-1.077186677,1.677512578
2.905899016,-0.123662293
-1.687262209,2.61512007
-1.437875222,-2.686491662
2.019519564,0.10084535
1.948150938,0.095958405
0.971132457,-0.04167039
-1.571450162,-2.680362404
-0.54807455,0.853180915
-1.65640408,-2.626149907
-1.43385059,-2.653163355
-0.476106752,-0.857515779
-1.570567265,2.689205473
2.898408755,0.001395572
-0.498865949,-0.876947979
3.09009815,-0.075548626
-0.966169231,1.732242314
-0.927585708,-1.806801976
-1.096318042,-1.700337842
-0.507517311,-0.90401636
-1.555281149,2.57502659
-1.689237296,2.616263188
-0.89596941,1.738549604
-1.055993411,-1.678672458
-0.995197112,-1.814631418
2.008653477,0.08145368
-0.951505078,1.822030627
-1.076419599,-1.727803475
3.033191348,-0.000909557
2.885991211,-0.046250531
-0.95984817,-1.810941818
-0.468796092,0.870642669
-0.466910669,0.841802523
0.988306798,0.017421198
-1.578161191,2.44278931
-1.438913569,2.761893248
-1.484420505,2.736224657
-0.523716298,-0.815820738
-1.524344451,2.713510167
-1.048289289,-1.792086673
2.074414676,-0.03423353
-0.514655534,0.812789875
-1.500118011,-2.651708415
-1.109577276,-1.732034282
-1.387776421,2.530149007
-1.41701988,-2.702700184
2.073566858,0.103682808
-1.420528406,-2.748094206
2.03293038,-0.061119751
-1.440966128,2.561030673
-1.569535038,-2.430977134
-0.967156003,1.763939304
3.104055773,0.131047377
-1.075916978,-1.752797567
-1.55134197,-2.561182666
2.064557334,0.088704872
